youbike_stop_num,lat,lng,max_rental_num,can_be_rented_num,rental_per,time
0001,25.0408578889,121.567904444,180,88,0.5111111111111111,2018:06:13 12:00:00
0006,25.0347361111,121.565658333,80,0,1.0,2018:06:13 12:00:00
0007,25.0330388889,121.565619444,80,55,0.3125,2018:06:13 12:00:00
0011,25.034937,121.55762,66,1,0.9848484848484849,2018:06:13 12:00:00
0088,25.032922, 121.57087,62,2,0.967741935483871,2018:06:13 12:00:00
0132,25.01603085,121.5331757,88,5,0.9431818181818182,2018:06:13 12:00:00
0163,25.018097,121.559279,72,19,0.7361111111111112,2018:06:13 12:00:00
0030,25.017054,121.544352,74,32,0.5675675675675675,2018:06:13 12:00:00
0036,25.02101,121.54153,72,27,0.625,2018:06:13 12:00:00
0083,25.033156,121.535161,74,13,0.8243243243243243,2018:06:13 12:00:00
0176,25.055997 ,121.542318 ,98,20,0.7959183673469388,2018:06:13 12:00:00
0162,25.062924,121.52772,70,13,0.8142857142857143,2018:06:13 12:00:00
0121,25.05298,121.540568,66,37,0.4393939393939394,2018:06:13 12:00:00
0021,25.057985,121.548982,66,47,0.2878787878787879,2018:06:13 12:00:00
0015,25.049845,121.571885,60,30,0.5,2018:06:13 12:00:00
0050,25.062002,121.560186,52,22,0.5769230769230769,2018:06:13 12:00:00
0175,25.051618 ,121.544847 ,52,32,0.38461538461538464,2018:06:13 12:00:00
0170,25.059245,121.568883,50,4,0.92,2018:06:13 12:00:00
0046,25.05646,121.611027 ,44,33,0.25,2018:06:13 12:00:00
0026,25.050142,121.592375,42,22,0.47619047619047616,2018:06:13 12:00:00
0115,25.048222,121.520526,68,25,0.6323529411764706,2018:06:13 12:00:00
0186,25.035414 ,121.514218 ,82,20,0.7560975609756098,2018:06:13 12:00:00
0082,25.041778,121.508693 ,60,31,0.48333333333333334,2018:06:13 12:00:00
0080,25.02751,121.495869,44,24,0.45454545454545453,2018:06:13 12:00:00
0120,25.035479,121.50026,46,25,0.45652173913043476,2018:06:13 12:00:00
0090,25.037783,121.501708,44,23,0.4772727272727273,2018:06:13 12:00:00
0143,24.997659,121.578752,72,7,0.9027777777777778,2018:06:13 12:00:00
0144,24.988363,121.576536,70,45,0.35714285714285715,2018:06:13 12:00:00
0142,24.997747,121.574214,52,24,0.5384615384615384,2018:06:13 12:00:00
0094,24.993254,121.541059,52,18,0.6538461538461539,2018:06:13 12:00:00
0098,24.999378,121.540197,42,20,0.5238095238095238,2018:06:13 12:00:00
0078,25.071824,121.519287,52,29,0.4423076923076923,2018:06:13 12:00:00
0079,25.061285,121.520205,50,35,0.3,2018:06:13 12:00:00
0140,25.063404,121.512909,46,24,0.4782608695652174,2018:06:13 12:00:00
0099,25.057866,121.520711,42,19,0.5476190476190477,2018:06:13 12:00:00
0134,25.10336,121.522629,64,31,0.515625,2018:06:13 12:00:00
0188,25.090293 ,121.501890 ,56,26,0.5357142857142857,2018:06:13 12:00:00
0097,25.082825,121.524721,52,33,0.36538461538461536,2018:06:13 12:00:00
0167,25.095714,121.518046,50,16,0.68,2018:06:13 12:00:00
0122,25.079666,121.57584,50,1,0.98,2018:06:13 12:00:00
0129,25.078424,121.58456,50,2,0.96,2018:06:13 12:00:00
0191,25.083873,121.60206,58,7,0.8793103448275862,2018:06:13 12:00:00
0148,25.110331,121.518316,68,31,0.5441176470588235,2018:06:13 12:00:00
0164,25.126286,121.500801,56,36,0.35714285714285715,2018:06:13 12:00:00
0117,25.132581,121.498618,58,36,0.3793103448275862,2018:06:13 12:00:00
