youbike_stop_num,lat,lng,max_rental_num,can_be_rented_num,rental_per,time
0001,25.0408578889,121.567904444,180,21,0.8833333333333333,2018:06:13 22:00:00
0006,25.0347361111,121.565658333,80,0,1.0,2018:06:13 22:00:00
0007,25.0330388889,121.565619444,80,1,0.9875,2018:06:13 22:00:00
0011,25.034937,121.55762,66,39,0.4090909090909091,2018:06:13 22:00:00
0088,25.032922, 121.57087,62,9,0.8548387096774194,2018:06:13 22:00:00
0132,25.01603085,121.5331757,88,75,0.14772727272727273,2018:06:13 22:00:00
0163,25.018097,121.559279,72,37,0.4861111111111111,2018:06:13 22:00:00
0030,25.017054,121.544352,74,8,0.8918918918918919,2018:06:13 22:00:00
0036,25.02101,121.54153,72,17,0.7638888888888888,2018:06:13 22:00:00
0083,25.033156,121.535161,74,2,0.972972972972973,2018:06:13 22:00:00
0176,25.055997 ,121.542318 ,98,36,0.6326530612244898,2018:06:13 22:00:00
0162,25.062924,121.52772,70,13,0.8142857142857143,2018:06:13 22:00:00
0121,25.05298,121.540568,66,6,0.9090909090909091,2018:06:13 22:00:00
0021,25.057985,121.548982,66,28,0.5757575757575758,2018:06:13 22:00:00
0015,25.049845,121.571885,60,43,0.2833333333333333,2018:06:13 22:00:00
0050,25.062002,121.560186,52,16,0.6923076923076923,2018:06:13 22:00:00
0175,25.051618 ,121.544847 ,52,2,0.9615384615384616,2018:06:13 22:00:00
0170,25.059245,121.568883,50,20,0.6,2018:06:13 22:00:00
0046,25.05646,121.611027 ,44,4,0.9090909090909091,2018:06:13 22:00:00
0026,25.050142,121.592375,42,4,0.9047619047619048,2018:06:13 22:00:00
0115,25.048222,121.520526,68,32,0.5294117647058824,2018:06:13 22:00:00
0186,25.035414 ,121.514218 ,82,13,0.8414634146341463,2018:06:13 22:00:00
0082,25.041778,121.508693 ,60,0,1.0,2018:06:13 22:00:00
0080,25.02751,121.495869,44,19,0.5681818181818182,2018:06:13 22:00:00
0120,25.035479,121.50026,46,0,1.0,2018:06:13 22:00:00
0090,25.037783,121.501708,44,33,0.25,2018:06:13 22:00:00
0143,24.997659,121.578752,72,11,0.8472222222222222,2018:06:13 22:00:00
0144,24.988363,121.576536,70,21,0.7,2018:06:13 22:00:00
0142,24.997747,121.574214,52,17,0.6730769230769231,2018:06:13 22:00:00
0094,24.993254,121.541059,52,13,0.75,2018:06:13 22:00:00
0098,24.999378,121.540197,42,30,0.2857142857142857,2018:06:13 22:00:00
0078,25.071824,121.519287,52,12,0.7692307692307693,2018:06:13 22:00:00
0079,25.061285,121.520205,50,29,0.42,2018:06:13 22:00:00
0140,25.063404,121.512909,46,7,0.8478260869565217,2018:06:13 22:00:00
0099,25.057866,121.520711,42,3,0.9285714285714286,2018:06:13 22:00:00
0134,25.10336,121.522629,64,0,1.0,2018:06:13 22:00:00
0188,25.090293 ,121.501890 ,56,33,0.4107142857142857,2018:06:13 22:00:00
0097,25.082825,121.524721,52,1,0.9807692307692307,2018:06:13 22:00:00
0167,25.095714,121.518046,50,7,0.86,2018:06:13 22:00:00
0122,25.079666,121.57584,50,2,0.96,2018:06:13 22:00:00
0129,25.078424,121.58456,50,19,0.62,2018:06:13 22:00:00
0191,25.083873,121.60206,58,4,0.9310344827586207,2018:06:13 22:00:00
0148,25.110331,121.518316,68,28,0.5882352941176471,2018:06:13 22:00:00
0164,25.126286,121.500801,56,13,0.7678571428571429,2018:06:13 22:00:00
0117,25.132581,121.498618,58,2,0.9655172413793104,2018:06:13 22:00:00
