youbike_stop_num,lat,lng,max_rental_num,can_be_rented_num,rental_per,time
0001,25.0408578889,121.567904444,180,89,0.5055555555555555,2018:06:15 02:00:00
0006,25.0347361111,121.565658333,80,0,1.0,2018:06:15 02:00:00
0007,25.0330388889,121.565619444,80,22,0.725,2018:06:15 02:00:00
0011,25.034937,121.55762,66,46,0.30303030303030304,2018:06:15 02:00:00
0088,25.032922, 121.57087,62,17,0.7258064516129032,2018:06:15 02:00:00
0132,25.01603085,121.5331757,88,28,0.6818181818181818,2018:06:15 02:00:00
0163,25.018097,121.559279,72,32,0.5555555555555556,2018:06:15 02:00:00
0030,25.017054,121.544352,74,17,0.7702702702702703,2018:06:15 02:00:00
0036,25.02101,121.54153,72,26,0.6388888888888888,2018:06:15 02:00:00
0083,25.033156,121.535161,74,16,0.7837837837837838,2018:06:15 02:00:00
0176,25.055997 ,121.542318 ,98,78,0.20408163265306123,2018:06:15 02:00:00
0162,25.062924,121.52772,70,46,0.34285714285714286,2018:06:15 02:00:00
0121,25.05298,121.540568,66,28,0.5757575757575758,2018:06:15 02:00:00
0021,25.057985,121.548982,66,24,0.6363636363636364,2018:06:15 02:00:00
0015,25.049845,121.571885,60,37,0.38333333333333336,2018:06:15 02:00:00
0050,25.062002,121.560186,52,19,0.6346153846153846,2018:06:15 02:00:00
0175,25.051618 ,121.544847 ,52,26,0.5,2018:06:15 02:00:00
0170,25.059245,121.568883,50,31,0.38,2018:06:15 02:00:00
0046,25.05646,121.611027 ,44,5,0.8863636363636364,2018:06:15 02:00:00
0026,25.050142,121.592375,42,6,0.8571428571428571,2018:06:15 02:00:00
0115,25.048222,121.520526,68,23,0.6617647058823529,2018:06:15 02:00:00
0186,25.035414 ,121.514218 ,82,48,0.4146341463414634,2018:06:15 02:00:00
0082,25.041778,121.508693 ,60,32,0.4666666666666667,2018:06:15 02:00:00
0080,25.02751,121.495869,44,12,0.7272727272727273,2018:06:15 02:00:00
0120,25.035479,121.50026,46,21,0.5434782608695652,2018:06:15 02:00:00
0090,25.037783,121.501708,44,37,0.1590909090909091,2018:06:15 02:00:00
0143,24.997659,121.578752,72,21,0.7083333333333334,2018:06:15 02:00:00
0144,24.988363,121.576536,70,33,0.5285714285714286,2018:06:15 02:00:00
0142,24.997747,121.574214,52,33,0.36538461538461536,2018:06:15 02:00:00
0094,24.993254,121.541059,52,11,0.7884615384615384,2018:06:15 02:00:00
0098,24.999378,121.540197,42,17,0.5952380952380952,2018:06:15 02:00:00
0078,25.071824,121.519287,52,13,0.75,2018:06:15 02:00:00
0079,25.061285,121.520205,50,34,0.32,2018:06:15 02:00:00
0140,25.063404,121.512909,46,15,0.6739130434782609,2018:06:15 02:00:00
0099,25.057866,121.520711,42,21,0.5,2018:06:15 02:00:00
0134,25.10336,121.522629,64,4,0.9375,2018:06:15 02:00:00
0188,25.090293 ,121.501890 ,56,34,0.39285714285714285,2018:06:15 02:00:00
0097,25.082825,121.524721,52,11,0.7884615384615384,2018:06:15 02:00:00
0167,25.095714,121.518046,50,24,0.52,2018:06:15 02:00:00
0122,25.079666,121.57584,50,36,0.28,2018:06:15 02:00:00
0129,25.078424,121.58456,50,17,0.66,2018:06:15 02:00:00
0191,25.083873,121.60206,58,14,0.7586206896551724,2018:06:15 02:00:00
0148,25.110331,121.518316,68,37,0.45588235294117646,2018:06:15 02:00:00
0164,25.126286,121.500801,56,3,0.9464285714285714,2018:06:15 02:00:00
0117,25.132581,121.498618,58,9,0.8448275862068966,2018:06:15 02:00:00
